El valor para la propiedad "n" es "10"
El valor para la propiedad "m" es "10"
El valor para la propiedad "delta_p" es "0.001"
El valor para la propiedad "cantidad_rocas" es "500"

p,Θ(p)
0.120000064,0.0
0.12100007,0.0
0.12200007,0.0
0.12300007,0.0
0.12400007,0.0
0.12500007,0.0
0.12600008,0.0
0.12700008,0.0
0.12800008,0.0
0.12900008,0.0
0.13000008,0.0
0.13100009,0.0
0.13200009,0.0
0.13300009,0.0
0.1340001,0.0
0.1350001,0.0
0.1360001,0.0
0.1370001,0.0
0.1380001,0.0
0.1390001,0.0
0.1400001,0.0
0.1410001,0.0
0.14200011,0.0
0.14300011,0.0
0.14400011,0.0
0.14500012,0.0
0.14600012,0.0
0.14700012,0.0
0.14800012,0.0
0.14900012,0.0
0.15000013,0.0
0.15100013,0.0
0.15200013,0.0
0.15300013,0.0
0.15400013,0.0
0.15500014,0.0
0.15600014,0.0
0.15700014,0.0
0.15800014,0.0
0.15900014,0.0
0.16000015,0.0
0.16100015,0.0
0.16200015,0.0
0.16300015,0.0
0.16400015,0.0
0.16500016,0.0
0.16600016,0.0
0.16700016,0.0
0.16800016,0.0
0.16900016,0.0
0.17000017,0.0
0.17100017,0.0
0.17200017,0.0
0.17300017,0.0
0.17400017,0.0
0.17500018,0.0
0.17600018,0.0
0.17700018,0.0
0.17800018,0.0
0.17900018,0.0
0.18000019,0.0
0.18100019,0.0
0.18200019,0.0
0.18300019,0.0
0.1840002,0.0
0.1850002,0.0
0.1860002,0.0
0.1870002,0.0
0.1880002,0.0
0.1890002,0.0
0.1900002,0.0
0.19100021,0.0
0.19200021,0.0
0.19300021,0.002
0.19400021,0.0
0.19500022,0.0
0.19600022,0.0
0.19700022,0.0
0.19800022,0.0
0.19900022,0.0
0.20000023,0.0
0.20100023,0.0
0.20200023,0.0
0.20300023,0.0
0.20400023,0.0
0.20500024,0.0
0.20600024,0.0
0.20700024,0.0
0.20800024,0.0
0.20900024,0.0
0.21000025,0.0
0.21100025,0.0
0.21200025,0.0
0.21300025,0.0
0.21400025,0.0
0.21500026,0.0
0.21600026,0.0
0.21700026,0.0
0.21800026,0.0
0.21900027,0.0
0.22000027,0.0
0.22100027,0.0
0.22200027,0.0
0.22300027,0.0
0.22400028,0.0
0.22500028,0.0
0.22600028,0.0
0.22700028,0.0
0.22800028,0.0
0.22900029,0.0
0.23000029,0.0
0.23100029,0.0
0.23200029,0.0
0.2330003,0.0
0.2340003,0.0
0.2350003,0.0
0.2360003,0.0
0.2370003,0.0
0.2380003,0.0
0.2390003,0.0
0.24000031,0.0
0.24100031,0.0
0.24200031,0.0
0.24300031,0.0
0.24400032,0.002
0.24500032,0.0
0.24600032,0.0
0.24700032,0.0
0.24800032,0.0
0.24900033,0.0
0.25000033,0.0
0.25100031,0.0
0.2520003,0.0
0.2530003,0.0
0.25400028,0.0
0.25500026,0.0
0.25600025,0.0
0.25700024,0.002
0.25800022,0.0
0.2590002,0.002
0.2600002,0.002
0.2610002,0.0
0.26200017,0.0
0.26300016,0.0
0.26400015,0.0
0.26500013,0.0
0.26600012,0.002
0.2670001,0.0
0.2680001,0.0
0.26900008,0.0
0.27000007,0.0
0.27100006,0.0
0.27200004,0.0
0.27300003,0.0
0.27400002,0.0
0.275,0.0
0.276,0.0
0.27699998,0.0
0.27799997,0.0
0.27899995,0.0
0.27999994,0.0
0.28099993,0.0
0.28199992,0.0
0.2829999,0.002
0.2839999,0.002
0.28499988,0.002
0.28599986,0.0
0.28699985,0.0
0.28799984,0.0
0.28899983,0.0
0.2899998,0.002
0.2909998,0.0
0.2919998,0.0
0.29299977,0.0
0.29399976,0.002
0.29499975,0.0
0.29599974,0.0
0.29699972,0.0
0.2979997,0.0
0.2989997,0.0
0.29999968,0.0
0.30099967,0.0
0.30199966,0.004
0.30299965,0.0
0.30399963,0.0
0.30499962,0.0
0.3059996,0.002
0.3069996,0.0
0.30799958,0.0
0.30899957,0.002
0.30999956,0.0
0.31099954,0.0
0.31199953,0.0
0.31299952,0.0
0.3139995,0.0
0.3149995,0.0
0.31599948,0.0
0.31699947,0.002
0.31799945,0.0
0.31899944,0.0
0.31999943,0.0
0.3209994,0.0
0.3219994,0.002
0.3229994,0.006
0.32399938,0.002
0.32499936,0.0
0.32599935,0.002
0.32699934,0.004
0.32799932,0.0
0.3289993,0.006
0.3299993,0.004
0.33099928,0.0
0.33199927,0.006
0.33299926,0.004
0.33399925,0.006
0.33499923,0.004
0.33599922,0.004
0.3369992,0.0
0.3379992,0.004
0.33899918,0.004
0.33999917,0.002
0.34099916,0.006
0.34199914,0.008
0.34299913,0.004
0.34399912,0.002
0.3449991,0.008
0.3459991,0.002
0.34699908,0.002
0.34799907,0.002
0.34899905,0.004
0.34999904,0.006
0.35099903,0.002
0.351999,0.008
0.352999,0.006
0.353999,0.002
0.35499898,0.004
0.35599896,0.002
0.35699895,0.008
0.35799894,0.01
0.35899892,0.004
0.3599989,0.008
0.3609989,0.004
0.3619989,0.008
0.36299887,0.008
0.36399886,0.006
0.36499885,0.008
0.36599883,0.012
0.36699882,0.01
0.3679988,0.004
0.3689988,0.002
0.36999878,0.01
0.37099877,0.014
0.37199876,0.004
0.37299874,0.014
0.37399873,0.016
0.37499872,0.008
0.3759987,0.014
0.3769987,0.018
0.37799868,0.016
0.37899867,0.01
0.37999865,0.016
0.38099864,0.022
0.38199863,0.01
0.38299862,0.012
0.3839986,0.014
0.3849986,0.012
0.38599858,0.014
0.38699856,0.01
0.38799855,0.014
0.38899854,0.014
0.38999853,0.018
0.3909985,0.016
0.3919985,0.012
0.3929985,0.02
0.39399847,0.01
0.39499846,0.02
0.39599845,0.018
0.39699844,0.024
0.39799842,0.022
0.3989984,0.018
0.3999984,0.02
0.40099838,0.02
0.40199837,0.026
0.40299836,0.018
0.40399835,0.028
0.40499833,0.024
0.40599832,0.022
0.4069983,0.034
0.4079983,0.02
0.40899828,0.024
0.40999827,0.024
0.41099826,0.022
0.41199824,0.04
0.41299823,0.028
0.41399822,0.024
0.4149982,0.03
0.4159982,0.032
0.41699818,0.036
0.41799816,0.028
0.41899815,0.04
0.41999814,0.034
0.42099813,0.024
0.4219981,0.03
0.4229981,0.044
0.4239981,0.048
0.42499807,0.032
0.42599806,0.044
0.42699805,0.036
0.42799804,0.042
0.42899802,0.068
0.429998,0.058
0.430998,0.042
0.43199798,0.05
0.43299797,0.052
0.43399796,0.052
0.43499795,0.046
0.43599793,0.068
0.43699792,0.052
0.4379979,0.052
0.4389979,0.056
0.43999788,0.048
0.44099787,0.074
0.44199786,0.046
0.44299784,0.05
0.44399783,0.052
0.44499782,0.06
0.4459978,0.062
0.4469978,0.064
0.44799778,0.072
0.44899777,0.048
0.44999775,0.068
0.45099774,0.076
0.45199773,0.068
0.4529977,0.066
0.4539977,0.072
0.4549977,0.08
0.45599768,0.084
0.45699766,0.098
0.45799765,0.082
0.45899764,0.08
0.45999762,0.074
0.4609976,0.084
0.4619976,0.098
0.4629976,0.088
0.46399757,0.084
0.46499756,0.082
0.46599755,0.102
0.46699753,0.094
0.46799752,0.092
0.4689975,0.1
0.4699975,0.1
0.47099748,0.098
0.47199747,0.09
0.47299746,0.106
0.47399744,0.136
0.47499743,0.104
0.47599742,0.114
0.4769974,0.098
0.4779974,0.1
0.47899738,0.112
0.47999737,0.104
0.48099735,0.124
0.48199734,0.13
0.48299733,0.138
0.48399732,0.138
0.4849973,0.126
0.4859973,0.128
0.48699728,0.126
0.48799726,0.154
0.48899725,0.136
0.48999724,0.138
0.49099723,0.152
0.4919972,0.132
0.4929972,0.152
0.4939972,0.17
0.49499717,0.146
0.49599716,0.198
0.49699715,0.15
0.49799713,0.148
0.49899712,0.15
0.4999971,0.142
0.5009971,0.194
0.5019971,0.164
0.5029971,0.152
0.5039971,0.156
0.5049971,0.194
0.50599706,0.19
0.50699705,0.19
0.50799704,0.17
0.508997,0.194
0.509997,0.164
0.510997,0.18
0.511997,0.212
0.512997,0.212
0.51399696,0.226
0.51499695,0.234
0.51599693,0.2
0.5169969,0.218
0.5179969,0.222
0.5189969,0.224
0.5199969,0.224
0.52099687,0.246
0.52199686,0.216
0.52299684,0.228
0.52399683,0.252
0.5249968,0.244
0.5259968,0.262
0.5269968,0.25
0.5279968,0.236
0.52899677,0.234
0.52999675,0.27
0.53099674,0.31
0.5319967,0.258
0.5329967,0.258
0.5339967,0.276
0.5349967,0.298
0.5359967,0.278
0.53699666,0.282
0.53799665,0.31
0.53899664,0.304
0.5399966,0.304
0.5409966,0.322
0.5419966,0.318
0.5429966,0.296
0.5439966,0.332
0.54499656,0.316
0.54599655,0.346
0.54699653,0.304
0.5479965,0.318
0.5489965,0.328
0.5499965,0.344
0.5509965,0.33
0.55199647,0.34
0.55299646,0.372
0.55399644,0.328
0.55499643,0.384
0.5559964,0.356
0.5569964,0.33
0.5579964,0.378
0.5589964,0.402
0.55999637,0.396
0.56099635,0.394
0.56199634,0.4
0.5629963,0.42
0.5639963,0.384
0.5649963,0.39
0.5659963,0.416
0.5669963,0.406
0.56799626,0.428
0.56899625,0.4
0.56999624,0.442
0.5709962,0.444
0.5719962,0.424
0.5729962,0.434
0.5739962,0.448
0.5749962,0.452
0.57599616,0.47
0.57699615,0.472
0.57799613,0.408
0.5789961,0.464
0.5799961,0.444
0.5809961,0.5
0.5819961,0.48
0.5829961,0.448
0.58399606,0.492
0.58499604,0.5
0.58599603,0.506
0.586996,0.512
0.587996,0.51
0.588996,0.474
0.589996,0.54
0.59099597,0.5
0.59199595,0.514
0.59299594,0.55
0.5939959,0.532
0.5949959,0.5
0.5959959,0.5
0.5969959,0.504
0.5979959,0.568
0.59899586,0.548
0.59999585,0.574
0.60099584,0.57
0.6019958,0.572
0.6029958,0.636
0.6039958,0.562
0.6049958,0.578
0.6059958,0.584
0.60699576,0.604
0.60799575,0.584
0.60899574,0.62
0.6099957,0.598
0.6109957,0.632
0.6119957,0.6
0.6129957,0.586
0.6139957,0.652
0.61499566,0.618
0.61599565,0.664
0.61699563,0.604
0.6179956,0.638
0.6189956,0.636
0.6199956,0.66
0.6209956,0.628
0.62199557,0.676
0.62299556,0.708
0.62399554,0.634
0.6249955,0.658
0.6259955,0.656
0.6269955,0.686
0.6279955,0.684
0.6289955,0.7
0.62999547,0.69
0.63099545,0.702
0.63199544,0.706
0.6329954,0.716
0.6339954,0.73
0.6349954,0.694
0.6359954,0.726
0.6369954,0.748
0.63799536,0.732
0.63899535,0.764
0.63999534,0.726
0.6409953,0.74
0.6419953,0.722
0.6429953,0.748
0.6439953,0.754
0.6449953,0.722
0.64599526,0.762
0.64699525,0.782
0.64799523,0.746
0.6489952,0.786
0.6499952,0.776
0.6509952,0.804
0.6519952,0.764
0.65299517,0.776
0.65399516,0.762
0.65499514,0.788
0.65599513,0.804
0.6569951,0.824
0.6579951,0.804
0.6589951,0.818
0.6599951,0.804
0.66099507,0.754
0.66199505,0.788
0.66299504,0.796
0.663995,0.778
0.664995,0.826
0.665995,0.808
0.666995,0.812
0.667995,0.828
0.66899496,0.844
0.66999495,0.826
0.67099494,0.862
0.6719949,0.832
0.6729949,0.848
0.6739949,0.848
0.6749949,0.846
0.6759949,0.842
0.67699486,0.874
0.67799485,0.84
0.67899483,0.88
0.6799948,0.862
0.6809948,0.852
0.6819948,0.858
0.6829948,0.87
0.68399477,0.872
0.68499476,0.872
0.68599474,0.898
0.68699473,0.874
0.6879947,0.876
0.6889947,0.898
0.6899947,0.902
0.6909947,0.888
0.69199467,0.912
0.69299465,0.888
0.69399464,0.886
0.6949946,0.9
0.6959946,0.908
0.6969946,0.902
0.6979946,0.916
0.6989946,0.918
0.69999456,0.926
0.70099455,0.9
0.70199454,0.904
0.7029945,0.888
0.7039945,0.936
0.7049945,0.908
0.7059945,0.928
0.7069945,0.916
0.70799446,0.932
0.70899445,0.918
0.70999444,0.93
0.7109944,0.93
0.7119944,0.93
0.7129944,0.938
0.7139944,0.928
0.7149944,0.942
0.71599436,0.944
0.71699435,0.942
0.71799433,0.956
0.7189943,0.942
0.7199943,0.928
0.7209943,0.934
0.7219943,0.946
0.72299427,0.936
0.72399426,0.954
0.72499424,0.952
0.7259942,0.948
0.7269942,0.962
0.7279942,0.948
0.7289942,0.94
0.7299942,0.968
0.73099416,0.946
0.73199415,0.962
0.73299414,0.962
0.7339941,0.968
0.7349941,0.974
0.7359941,0.97
0.7369941,0.954
0.7379941,0.962
0.73899406,0.97
0.73999405,0.966
0.74099404,0.974
0.741994,0.972
0.742994,0.96
0.743994,0.974
0.744994,0.972
0.745994,0.964
0.74699396,0.97
0.74799395,0.966
0.74899393,0.984
0.7499939,0.978
0.7509939,0.98
0.7519939,0.962
0.7529939,0.986
0.75399387,0.974
0.75499386,0.976
0.75599384,0.98
0.75699383,0.972
0.7579938,0.98
0.7589938,0.986
0.7599938,0.984
0.7609938,0.984
0.76199377,0.984
0.76299375,0.99
0.76399374,0.99
0.7649937,0.986
0.7659937,0.99
0.7669937,0.984
0.7679937,0.996
0.7689937,0.982
0.76999366,0.992
0.77099365,0.992
0.77199364,0.98
0.7729936,0.994
0.7739936,0.988
0.7749936,0.996
0.7759936,0.984
0.7769936,0.986
0.77799356,0.99
0.77899355,0.986
0.77999353,0.99
0.7809935,0.99
0.7819935,0.99
0.7829935,0.994
0.7839935,0.998
0.78499347,0.99
0.78599346,0.992
0.78699344,0.998
0.78799343,0.988
0.7889934,0.988
0.7899934,0.988
0.7909934,0.994
0.7919934,0.992
0.79299337,0.998
0.79399335,0.994
0.79499334,0.992
0.7959933,0.992
0.7969933,1.0
0.7979933,0.996
0.7989933,0.996
0.7999933,0.998
0.80099326,1.0
0.80199325,0.992
0.80299324,0.994
0.8039932,0.996
0.8049932,1.0
0.8059932,1.0
0.8069932,0.998
0.8079932,0.996
0.80899316,0.998
0.80999315,0.998
0.81099313,0.996
0.8119931,0.996
0.8129931,0.998
0.8139931,0.998
0.8149931,1.0
0.8159931,0.998
0.81699306,0.998
0.81799304,1.0
0.81899303,1.0
0.819993,0.996
0.820993,0.998
0.821993,1.0
0.822993,1.0
0.82399297,1.0
0.82499295,0.998
0.82599294,0.998
0.8269929,0.998
0.8279929,0.998
0.8289929,1.0
0.8299929,1.0
0.8309929,1.0
0.83199286,1.0
0.83299285,1.0
0.83399284,1.0
0.8349928,1.0
0.8359928,1.0
0.8369928,1.0
0.8379928,0.998
0.8389928,1.0
0.83999276,1.0
0.84099275,1.0
0.84199274,1.0
0.8429927,0.998
0.8439927,1.0
0.8449927,1.0
0.8459927,1.0
0.8469927,1.0
0.84799266,1.0
0.84899265,1.0
0.84999263,1.0
0.8509926,1.0
0.8519926,0.998
0.8529926,1.0
0.8539926,1.0
0.85499257,0.998
0.85599256,0.996
0.85699254,1.0
0.85799253,1.0
0.8589925,1.0
0.8599925,1.0
0.8609925,1.0
0.8619925,1.0
0.86299247,1.0
0.86399245,1.0
0.86499244,1.0
0.8659924,1.0
0.8669924,1.0
0.8679924,1.0
0.8689924,1.0
0.8699924,1.0
0.87099236,1.0
0.87199235,1.0
0.87299234,1.0
0.8739923,1.0
0.8749923,1.0
0.8759923,1.0
0.8769923,1.0
0.8779923,1.0
0.87899226,1.0
0.87999225,1.0
0.88099223,1.0
0.8819922,1.0
0.8829922,1.0
0.8839922,1.0
0.8849922,1.0
0.88599217,1.0
0.88699216,1.0
0.88799214,1.0
0.88899213,1.0
0.8899921,1.0
0.8909921,1.0
0.8919921,1.0
0.8929921,1.0
0.89399207,1.0
0.89499205,1.0
0.89599204,1.0
0.896992,1.0
0.897992,1.0
0.898992,1.0
0.899992,1.0
0.900992,1.0
0.90199196,1.0
0.90299195,1.0
0.90399194,1.0
0.9049919,1.0
0.9059919,1.0
0.9069919,1.0
0.9079919,1.0
0.9089919,1.0
0.90999186,1.0
0.91099185,1.0
0.91199183,1.0
0.9129918,1.0
0.9139918,1.0
0.9149918,1.0
0.9159918,1.0
0.9169918,1.0
0.91799176,1.0
0.91899174,1.0
0.91999173,1.0
0.9209917,1.0
0.9219917,1.0
0.9229917,1.0
0.9239917,1.0
0.92499167,1.0
0.92599165,1.0
0.92699164,1.0
0.9279916,1.0
0.9289916,1.0
0.9299916,1.0
0.9309916,1.0
0.9319916,1.0
0.93299156,1.0
0.93399155,1.0
0.93499154,1.0
0.9359915,1.0
0.9369915,1.0
0.9379915,1.0
0.9389915,1.0
0.9399915,1.0
0.94099146,1.0
0.94199145,1.0
0.94299144,1.0
0.9439914,1.0
0.9449914,1.0
0.9459914,1.0
0.9469914,1.0
0.9479914,1.0
0.94899136,1.0
0.94999135,1.0
0.95099133,1.0
0.9519913,1.0
0.9529913,1.0
0.9539913,1.0
0.9549913,1.0
0.95599127,1.0
0.95699126,1.0
0.95799124,1.0
0.9589912,1.0
0.9599912,1.0
0.9609912,1.0
0.9619912,1.0
0.9629912,1.0
0.96399117,1.0
0.96499115,1.0
0.96599114,1.0
0.9669911,1.0
0.9679911,1.0
0.9689911,1.0
0.9699911,1.0
0.9709911,1.0
0.97199106,1.0
0.97299105,1.0
0.97399104,1.0
0.974991,1.0
0.975991,1.0
0.976991,1.0
0.977991,1.0
0.978991,1.0
0.97999096,1.0
0.98099095,1.0
0.98199093,1.0
0.9829909,1.0
0.9839909,1.0
0.9849909,1.0
0.9859909,1.0
0.98699087,1.0
0.98799086,1.0
0.98899084,1.0
0.98999083,1.0
0.9909908,1.0
0.9919908,1.0
0.9929908,1.0
0.9939908,1.0
0.99499077,1.0
0.99599075,1.0
0.99699074,1.0
0.9979907,1.0
0.9989907,1.0
0.9999907,1.0
1.0,1.0
Tiempo simulacion: 843.0 segundos
